Site Name;Management Domain;ManageObject;Start Time;Ambient temperature;Daily irradiation;Device connection status;Irradiance;PV Temperature
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 05:20;23,8;0,009;Online;16,7;23,9
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 05:25;23,8;0,016;Online;25,9;24,1
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 05:30;24;0,025;Online;30,6;24,3
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 05:35;24,2;0,036;Online;37,5;24,6
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 05:40;24,3;0,05;Online;41,9;24,8
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 05:45;24,6;0,066;Online;48,2;25,1
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 05:50;25,1;0,085;Online;60;25,8
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 05:55;25,5;0,106;Online;70,1;26,3
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 06:00;25,5;0,129;Online;70,1;26,3
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 06:05;25,9;0,154;Online;83;27,3
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 06:10;26;0,184;Online;88;27,7
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 06:15;26,3;0,215;Online;107,2;28,9
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 06:20;26,7;0,254;Online;123,5;29,7
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 06:25;27,3;0,299;Online;144,7;30,9
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 06:30;27,5;0,348;Online;153,2;31,4
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 06:35;28;0,405;Online;182,7;33
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 06:40;28,5;0,467;Online;190,8;33,9
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 06:45;28,9;0,534;Online;216,3;35
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 06:50;29,9;0,612;Online;246,3;37
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 06:55;30,2;0,696;Online;257,8;37,7
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 07:00;31,1;0,783;Online;286,4;39,4
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 07:05;32,4;0,879;Online;294,4;40,8
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 07:10;32,4;0,977;Online;294,4;40,8
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 07:15;35,6;1,079;Online;339;42,6
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 07:20;36,9;1,196;Online;358;44,2
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 07:25;37,3;1,316;Online;364,5;44,8
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 07:30;37,7;1,44;Online;385,7;45,7
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 07:35;39,1;1,572;Online;420,9;46,6
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 07:40;40,3;1,716;Online;448,1;48
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 07:45;40,3;1,865;Online;448,1;48
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 07:50;40,7;2,02;Online;488,9;49,4
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 07:55;41,9;2,184;Online;505,1;50,3
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 08:00;43,4;2,351;Online;505;50,8
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 08:05;42,5;2,524;Online;526,3;51,6
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 08:10;42,8;2,701;Online;549,5;52,4
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 08:15;42,8;2,883;Online;549,5;52,4
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 08:20;42,8;3,066;Online;549,5;52,4
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 08:25;45,8;3,263;Online;593;55
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 08:30;44,6;3,459;Online;589,8;55,6
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 08:35;43,8;3,654;Online;578,5;54,9
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 08:40;46,5;3,85;Online;614,3;55,7
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 08:45;47,5;4,054;Online;616,6;56,9
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 08:50;48,5;4,258;Online;602,2;56,6
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 08:55;48,5;4,458;Online;602,2;56,6
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 09:00;45,6;4,595;Online;357,5;55,7
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 09:05;44,7;4,7;Online;311,4;50,2
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 09:10;44,3;4,816;Online;419,2;49
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 09:15;45,9;5,024;Online;661,5;53,9
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 09:20;45,9;5,244;Online;661,5;53,9
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 09:25;45;5,385;Online;686,1;54,8
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 09:30;48;5,627;Online;772,8;57,8
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 09:35;49;5,878;Online;676,7;58,9
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 09:40;45,8;6,067;Online;394;57,3
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 09:45;43,3;6,293;Online;376,5;56,3
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 09:50;42,4;6,414;Online;358,2;53,9
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 09:55;42;6,531;Online;279,4;48,6
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 10:00;43,6;6,638;Online;692,2;49,1
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 10:05;47,5;6,854;Online;296;51,8
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 10:10;44,8;6,95;Online;283,2;49,2
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 10:15;44,2;7,056;Online;555,5;47,9
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 10:20;44,2;7,241;Online;555,5;47,9
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 10:25;49,8;7,484;Online;837,1;58,2
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 10:30;47,1;7,642;Online;389;53,3
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 10:35;47,7;7,832;Online;875,6;53,2
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 10:40;49,7;8,142;Online;945,1;57,7
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 10:45;49,8;8,46;Online;998,5;60,9
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 10:50;48,6;8,792;Online;998,8;61,7
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 10:55;47,7;8,945;Online;356,1;50,2
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 11:00;47,9;9,067;Online;370,7;49,9
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 11:05;47,3;9,209;Online;951,7;50,8
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 11:10;48,8;9,428;Online;475,4;53
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 11:15;47,4;9,668;Online;944,1;53,8
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 11:20;51,9;9,987;Online;965,7;60,9
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 11:25;56;10,251;Online;469,5;61,5
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 11:30;56,4;10,533;Online;932;61
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 11:35;56,4;10,842;Online;932;61
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 11:40;57,3;11,152;Online;926,3;63,4
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 11:45;55,4;11,418;Online;842,8;58,3
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 11:50;50,3;11,663;Online;436,8;56,5
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 11:55;53,4;11,928;Online;961,2;60
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 12:00;54,8;12,239;Online;924,2;61,7
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 12:05;59,6;12,549;Online;942,2;62,8
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 12:10;56,4;12,759;Online;427,7;59,4
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 12:15;49,6;12,882;Online;329,1;48,8
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 12:20;45,7;12,99;Online;315,4;45
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 12:25;43,5;13,165;Online;816,5;44,4
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 12:30;46,3;13,345;Online;387,7;51,1
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 12:35;47,8;13,474;Online;395,9;50
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 12:40;47,8;13,607;Online;395,9;50
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 12:45;43,8;13,696;Online;176,3;45,5
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 12:50;39,5;13,749;Online;147;41,2
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 12:55;38;13,799;Online;149,3;39,4
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 13:00;37,5;13,856;Online;196,6;39,2
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 13:05;38,6;13,923;Online;209,5;39,8
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 13:10;38,7;13,994;Online;213,4;40,2
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 13:15;39,9;14,074;Online;310,7;41,8
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 13:20;42,1;14,182;Online;326,1;44,4
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 13:25;42,8;14,282;Online;285,4;44,5
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 13:30;43,6;14,435;Online;766,4;46,3
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 13:35;46,5;14,67;Online;543,8;52,6
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 13:40;44,3;14,828;Online;646,3;51,1
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 13:45;44,6;15,059;Online;656,6;53,7
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 13:50;45,1;15,27;Online;579,9;51,1
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 13:55;46,5;15,482;Online;590,9;54,6
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 14:00;46,8;15,688;Online;653,2;54,7
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 14:05;47,4;15,792;Online;216,9;50,2
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 14:10;46;15,863;Online;209,5;46,2
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 14:15;39,4;15,925;Online;167,1;41
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 14:20;37,1;15,978;Online;148,8;39,4
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 14:25;36,6;16,018;Online;103,6;37,8
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 14:30;35,2;16,052;Online;94,7;36,7
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 14:35;34;16,082;Online;82,7;35,6
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 14:40;34;16,108;Online;79,4;35,5
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 14:45;34,2;16,134;Online;78,6;35,3
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 14:50;34,5;16,162;Online;93,4;35,5
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 14:55;34,9;16,198;Online;139,2;36,4
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 15:00;35,8;16,251;Online;173,1;37,5
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 15:05;36,2;16,307;Online;171,8;38,9
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 15:10;36,9;16,368;Online;190,7;39,5
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 15:15;37,1;16,423;Online;162,4;39,8
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 15:20;36,7;16,474;Online;104,1;38,5
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 15:25;35,9;16,505;Online;79,5;38
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 15:30;34,5;16,53;Online;62,9;36,2
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 15:35;34,3;16,55;Online;62,3;36,1
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 15:40;33,6;16,57;Online;54,5;35,3
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 15:45;33,4;16,588;Online;59,4;35
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 15:50;33,4;16,609;Online;61,5;34,9
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 15:55;33,5;16,628;Online;57,5;34,8
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 16:00;33,3;16,648;Online;59,5;34,5
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 16:05;32,9;16,661;Online;29,2;33,9
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 16:10;32,6;16,671;Online;28,9;33,6
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 16:15;32,3;16,679;Online;20;33,3
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 16:20;26,6;16,683;Online;4,8;27,1
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 16:25;25,5;16,684;Online;5,9;25,9
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 16:30;25,2;16,686;Online;6,1;25,7
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 16:35;24,2;16,688;Online;5,7;24,4
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 16:40;24,1;16,69;Online;5,4;24,2
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 16:45;23,5;16,692;Online;8,3;23,6
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 16:50;24,1;16,695;Online;8;24,3
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 16:55;23,4;16,697;Online;5,1;23,6
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 17:00;23,6;16,699;Online;3;23,8
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 17:05;23,8;16,699;Online;1,8;24
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 17:10;24;16,7;Online;1,3;24,2
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 17:15;24,1;16,7;Online;1,5;24,4
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 17:20;24,4;16,701;Online;1,3;24,6
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 17:25;24,2;16,701;Online;0,7;24,3
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 17:30;23,9;16,702;Online;0,5;24,1
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 17:35;24;16,702;Online;0,3;24,2
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 17:40;24,2;16,702;Online;0,1;24,4
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 17:45;24,3;16,702;Online;0,1;24,5
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 17:50;24,4;16,702;Online;0;24,6
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 17:55;24,4;16,702;Online;0;24,6
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 18:00;24,5;16,702;Online;0;24,7
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 18:05;24,4;16,702;Online;0;24,7
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 18:10;24,4;16,702;Online;0;24,7
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 18:15;24,4;16,702;Online;0;24,6
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 18:20;24,4;16,702;Online;0;24,6
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 18:25;24,5;16,702;Online;0;24,6
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 18:30;24,6;16,702;Online;0;24,8
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 18:35;24,7;16,702;Online;0;24,9
Dharma Anugerah Indah 492.57 kWp;/PT Centra Multi Suryanesia;Logger-102356295648/WS-EM01102356295648;21/11/2024 18:40;24,7;16,702;Online;0;24,9
